Date : 2024-03-29 21:36:53
Directory : /home/vansh/Documents/flutter-projects/vts-bangalore/vts
Total : 62 files,  2400 codes, 342 comments, 331 blanks, all 3073 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| ios/Runner/Assets.xcassets/LaunchImage.imageset                                                                        |          2 |         26 |          0 |          3 |         29 |
| ios/Runner/Base.lproj                                                                                                  |          2 |         61 |          2 |          2 |         65 |
| ios/RunnerTests                                                                                                        |          1 |          7 |          2 |          4 |         13 |
| lib                                                                                                                    |         16 |        922 |         52 |         52 |      1,026 |
| lib (Files)                                                                                                            |          3 |        126 |         12 |          9 |        147 |
| lib/constants                                                                                                          |          1 |         16 |          5 |          2 |         23 |
| lib/pages                                                                                                              |         10 |        724 |         31 |         38 |        793 |
| lib/pages/desktop                                                                                                      |          5 |        404 |         24 |         19 |        447 |
| lib/pages/desktop (Files)                                                                                              |          3 |        139 |          9 |         11 |        159 |
| lib/pages/desktop/widgets                                                                                              |          2 |        265 |         15 |          8 |        288 |
| lib/pages/mobile                                                                                                       |          4 |        305 |          7 |         15 |        327 |
| lib/pages/tablet                                                                                                       |          1 |         15 |          0 |          4 |         19 |
| lib/routes                                                                                                             |          2 |         56 |          4 |          3 |         63 |
| linux                                                                                                                  |          5 |        102 |         33 |         44 |        179 |
| linux (Files)                                                                                                          |          3 |         94 |         24 |         33 |        151 |
| linux/flutter                                                                                                          |          2 |          8 |          9 |         11 |         28 |
| macos                                                                                                                  |          6 |        444 |          5 |         16 |        465 |
| macos/Flutter                                                                                                          |          1 |          6 |          3 |          4 |         13 |
| macos/Runner                                                                                                           |          4 |        431 |          0 |          8 |        439 |
| macos/Runner (Files)                                                                                                   |          2 |         20 |          0 |          6 |         26 |
| macos/Runner/Assets.xcassets                                                                                           |          1 |         68 |          0 |          1 |         69 |
| macos/Runner/Assets.xcassets/AppIcon.appiconset                                                                        |          1 |         68 |          0 |          1 |         69 |
| macos/Runner/Base.lproj                                                                                                |          1 |        343 |          0 |          1 |        344 |
| macos/RunnerTests                                                                                                      |          1 |          7 |          2 |          4 |         13 |
| web                                                                                                                    |          2 |         73 |         16 |          7 |         96 |
| windows                                                                                                                |         10 |        436 |         94 |        143 |        673 |
| windows/flutter                                                                                                        |          2 |          8 |          9 |         11 |         28 |
| windows/runner                                                                                                         |          8 |        428 |         85 |        132 |        645 |
+------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| filename                                                                                                               | language   | code       | comment    | blank      | total      |
+------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/README.md                                                     | Markdown   |         10 |          0 |          7 |         17 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/analysis_options.yaml                                         | YAML       |          3 |         22 |          3 |         28 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/android/app/build.gradle                                      | Groovy     |         51 |          5 |         12 |         68 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/android/app/src/debug/AndroidManifest.xml                     | XML        |          3 |          4 |          1 |          8 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/android/app/src/main/AndroidManifest.xml                      | XML        |         33 |         11 |          1 |         45 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/android/app/src/main/res/drawable-v21/launch_background.xml   | XML        |          4 |          7 |          2 |         13 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/android/app/src/main/res/drawable/launch_background.xml       | XML        |          4 |          7 |          2 |         13 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/android/app/src/main/res/values-night/styles.xml              | XML        |          9 |          9 |          1 |         19 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/android/app/src/main/res/values/styles.xml                    | XML        |          9 |          9 |          1 |         19 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/android/app/src/profile/AndroidManifest.xml                   | XML        |          3 |          4 |          1 |          8 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/android/build.gradle                                          | Groovy     |         16 |          0 |          3 |         19 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/android/gradle.properties                                     | Properties |          3 |          0 |          1 |          4 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/android/gradle/wrapper/gradle-wrapper.properties              | Properties |          5 |          0 |          1 |          6 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/android/settings.gradle                                       | Groovy     |         22 |          0 |          5 |         27 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/ios/Runner/AppDelegate.swift                                  | Swift      |         12 |          0 |          2 |         14 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/ios/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json   | JSON       |        122 |          0 |          1 |        123 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/ios/Runner/Assets.xcassets/LaunchImage.imageset/Contents.json | JSON       |         23 |          0 |          1 |         24 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/ios/Runner/Assets.xcassets/LaunchImage.imageset/README.md     | Markdown   |          3 |          0 |          2 |          5 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/ios/Runner/Base.lproj/LaunchScreen.storyboard                 | XML        |         36 |          1 |          1 |         38 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/ios/Runner/Base.lproj/Main.storyboard                         | XML        |         25 |          1 |          1 |         27 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/ios/Runner/Runner-Bridging-Header.h                           | C++        |          1 |          0 |          1 |          2 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/ios/RunnerTests/RunnerTests.swift                             | Swift      |          7 |          2 |          4 |         13 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/lib/constants/colors.dart                                     | Dart       |         16 |          5 |          2 |         23 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/lib/custom_themeData.dart                                     | Dart       |         82 |          4 |          2 |         88 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/lib/main.dart                                                 | Dart       |         19 |          8 |          4 |         31 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/lib/pages/desktop/about.dart                                  | Dart       |         31 |          2 |          3 |         36 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/lib/pages/desktop/exCom.dart                                  | Dart       |         31 |          0 |          3 |         34 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/lib/pages/desktop/home.dart                                   | Dart       |         77 |          7 |          5 |         89 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/lib/pages/desktop/widgets/custom_image_slider.dart            | Dart       |         41 |          0 |          4 |         45 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/lib/pages/desktop/widgets/nav_bar.dart                        | Dart       |        224 |         15 |          4 |        243 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/lib/pages/mobile/about_screen.dart                            | Dart       |         15 |          0 |          3 |         18 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/lib/pages/mobile/appbar.dart                                  | Dart       |        100 |          6 |          3 |        109 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/lib/pages/mobile/home.dart                                    | Dart       |         23 |          0 |          4 |         27 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/lib/pages/mobile/home_screen.dart                             | Dart       |        167 |          1 |          5 |        173 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/lib/pages/tablet/home.dart                                    | Dart       |         15 |          0 |          4 |         19 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/lib/responsive_layout.dart                                    | Dart       |         25 |          0 |          3 |         28 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/lib/routes/app_route_config..dart                             | Dart       |         48 |          1 |          2 |         51 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/lib/routes/app_route_constants.dart                           | Dart       |          8 |          3 |          1 |         12 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/linux/flutter/generated_plugin_registrant.cc                  | C++        |          3 |          4 |          5 |         12 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/linux/flutter/generated_plugin_registrant.h                   | C++        |          5 |          5 |          6 |         16 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/linux/main.cc                                                 | C++        |          5 |          0 |          2 |          7 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/linux/my_application.cc                                       | C++        |         82 |         17 |         26 |        125 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/linux/my_application.h                                        | C++        |          7 |          7 |          5 |         19 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/macos/Flutter/GeneratedPluginRegistrant.swift                 | Swift      |          6 |          3 |          4 |         13 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/macos/Runner/AppDelegate.swift                                | Swift      |          8 |          0 |          2 |         10 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/macos/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json | JSON       |         68 |          0 |          1 |         69 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/macos/Runner/Base.lproj/MainMenu.xib                          | XML        |        343 |          0 |          1 |        344 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/macos/Runner/MainFlutterWindow.swift                          | Swift      |         12 |          0 |          4 |         16 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/macos/RunnerTests/RunnerTests.swift                           | Swift      |          7 |          2 |          4 |         13 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/pubspec.yaml                                                  | YAML       |         19 |         60 |         15 |         94 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/web/index.html                                                | HTML       |         38 |         16 |          6 |         60 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/web/manifest.json                                             | JSON       |         35 |          0 |          1 |         36 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/windows/flutter/generated_plugin_registrant.cc                | C++        |          3 |          4 |          5 |         12 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/windows/flutter/generated_plugin_registrant.h                 | C++        |          5 |          5 |          6 |         16 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/windows/runner/flutter_window.cpp                             | C++        |         49 |          7 |         16 |         72 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/windows/runner/flutter_window.h                               | C++        |         20 |          5 |          9 |         34 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/windows/runner/main.cpp                                       | C++        |         30 |          4 |         10 |         44 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/windows/runner/resource.h                                     | C++        |          9 |          6 |          2 |         17 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/windows/runner/utils.cpp                                      | C++        |         54 |          2 |         10 |         66 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/windows/runner/utils.h                                        | C++        |          8 |          6 |          6 |         20 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/windows/runner/win32_window.cpp                               | C++        |        210 |         24 |         55 |        289 |
| /home/vansh/Documents/flutter-projects/vts-bangalore/vts/windows/runner/win32_window.h                                 | C++        |         48 |         31 |         24 |        103 |
| Total                                                                                                                  |            |      2,400 |        342 |        331 |      3,073 |
+------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
